date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:29:18	24193/24193	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Feb%202022%2013:29:18%20GMT	https://workupload.com/	C:/My%20Web%20Sites/Work/workupload.com/index.html	(from )
14:29:18	79/79	---M-Z	200	added ('OK')	text/plain	etag:%226d-5d4fe6c218eee-gzip%22	https://workupload.com/robots.txt		(from )
14:29:20	1061/1061	---M--	200	added ('OK')	image/png	etag:%22425-5d4fe6c20d368%22	https://workupload.com/favicon/favicon-16x16.png	C:/My%20Web%20Sites/Work/workupload.com/favicon/favicon-16x16.png	(from https://workupload.com/)
14:29:20	325/325	---M-Z	200	added ('OK')	application/json	etag:%22145-5d4fe6c20d368-gzip%22	https://workupload.com/favicon/manifest.json	C:/My%20Web%20Sites/Work/workupload.com/favicon/manifest.json	(from https://workupload.com/)
14:29:20	4902/4902	---M-Z	200	added ('OK')	image/svg+xml	etag:%221326-5d4fe6c20d368-gzip%22	https://workupload.com/favicon/safari-pinned-tab.svg	C:/My%20Web%20Sites/Work/workupload.com/favicon/safari-pinned-tab.svg	(from https://workupload.com/)
14:29:20	15086/15086	---M--	200	added ('OK')	image/vnd.microsoft.icon	etag:%223aee-5d4fe6c20d368%22	https://workupload.com/favicon/favicon.ico	C:/My%20Web%20Sites/Work/workupload.com/favicon/favicon.ico	(from https://workupload.com/)
14:29:21	239/239	---M--	200	added ('OK')	application/xml	etag:%22ef-5d4fe6c20d368%22	https://workupload.com/favicon/browserconfig.xml	C:/My%20Web%20Sites/Work/workupload.com/favicon/browserconfig.xml	(from https://workupload.com/)
14:29:21	61546/61546	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2017%20Feb%202022%2013:29:21%20GMT	https://workupload.com/translations.js?en	C:/My%20Web%20Sites/Work/workupload.com/translations9cfe.js	(from https://workupload.com/)
14:29:21	364911/364911	---MCZ	200	added ('OK')	application/javascript	etag:%225916f-5d4fe6c20f2a9-gzip%22	https://workupload.com/js/39b9ad5.js?v=KUUBLAOP	C:/My%20Web%20Sites/Work/workupload.com/js/39b9ad58ea8.js	(from https://workupload.com/)
14:29:23	214036/214036	---M-Z	200	added ('OK')	text/css	etag:%2234414-5d7e53ef7643d-gzip%22	https://workupload.com/css/4280ebd.css?v=KUUBLAOP	C:/My%20Web%20Sites/Work/workupload.com/css/4280ebd8ea8.css	(from https://workupload.com/)
14:29:24	850/850	---MC-	200	added ('OK')	text/javascript	date:Thu,%2017%20Feb%202022%2013:29:23%20GMT	https://www.google.com/recaptcha/api.js	C:/My%20Web%20Sites/Work/www.google.com/recaptcha/api.js	(from https://workupload.com/)
14:29:24	8986/8986	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Feb%202022%2013:29:24%20GMT	https://workupload.com/login	C:/My%20Web%20Sites/Work/workupload.com/login.html	(from https://workupload.com/)
